Betts	Mookie	0.429	180	47	5	32
Benintendi	Andrew	0.29	168	41	6	16
Pearce	Steve	0.279	38	8	1	7
Martinez	J.D.	0.33	188	37	2	43
Bogaerts	Xander	0.288	148	45	3	23
Devers	Rafael	0.24	108	24	0	21
Kinsler	Ian	0.242	32	6	0	1
Leon	Sandy	0.177	47	12	0	5
Bradley Jr.	Jackie	0.234	111	33	4	13
